user_id,school,course_id,encoded_field_sum,end_year,user_month,video_count,exercise_count,chapter_count,user_past_course_count,user_time_since_last_course,num_prerequisites,certificate,assignment,video,exam,duration_days,remaining_time,cluster,closeness,degree,eigenvector,entropy_time_comment_phase1,exercise_id_count_1,exercise_correct_sum_1,exercise_correct_mean_1,exercise_num_problem_sum_1,exercise_attempts_sum_mean_1,exercise_context_sum_1,exercise_langugage_binary_mean_1,exercise_diff_mean_1,exercise_perc_real_completed_mean_1,exercise_perc_real_score_mean_1,exercise_hour_entropy_1,video_watched_percentage_1,video_percentage_watch_time_1,video_pause_count_1,video_time_between_views_std_1,video_speed_avg_1,total_words_phase1,total_positive1,total_negative1,total_neutral1,total_score,label,label_encoded
U_14176777,中国医科大学,C_934534,66,2020.0,3.0,15,15,15,0,0.0,0,1.0,100.0,0.0,0.0,195.0,104,76,0.2485001846694417,705.0,1.1035837166252227e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.66666666666666,E,0
U_14176831,中国医科大学,C_934534,66,2020.0,3.0,15,15,15,1,0.0,0,1.0,100.0,0.0,0.0,195.0,104,76,0.2485001846694417,705.0,1.1035837166252227e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.30425130425132,A,4
U_14176833,中国医科大学,C_934534,66,2020.0,6.0,15,15,15,0,0.0,0,1.0,100.0,0.0,0.0,195.0,15,76,0.2485001846694417,705.0,1.1035837166252227e-09,0.0,2.0,8.0,4.0,14.0,7.0,2.0,0.0,0.0106944444444444,1.0,0.4409090909090908,0.69315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.87878787878787,E,0
U_14176843,中国医科大学,C_934534,66,2020.0,3.0,15,15,15,0,0.0,0,1.0,100.0,0.0,0.0,195.0,104,76,0.2485001846694417,705.0,1.1035837166252227e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.75058275058273,C,2
U_14176898,中国医科大学,C_934534,66,2020.0,3.0,15,15,15,0,0.0,0,1.0,100.0,0.0,0.0,195.0,104,76,0.2485001846694417,705.0,1.1035837166252227e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,1.0,0.0,32.65578865578866,D,1
U_14176963,中国医科大学,C_934534,66,2020.0,3.0,15,15,15,0,0.0,0,1.0,100.0,0.0,0.0,195.0,104,76,0.2485001846694417,705.0,1.1035837166252227e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.408591408591406,C,2
U_14185118,山西大学,C_947260,69,2020.0,2.0,44,21,9,0,0.0,1,1.0,40.0,60.0,0.0,92.0,45,6613,0.0,1072.0,7.081053358097124e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0894819466248,E,0
U_14185465,,C_1017355,24,2020.0,2.0,19,19,8,0,0.0,3,1.0,60.0,40.0,0.0,94.0,85,158,0.297412891934029,2851.0,5.492786618962411e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.63333333333333,E,0
U_14185483,北京中医药大学,C_1017355,24,2020.0,3.0,19,19,8,0,0.0,3,1.0,60.0,40.0,0.0,94.0,47,158,0.2341909689557855,1502.0,5.462467945325926e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,17.52631578947368,E,0
U_14188472,,C_756642,33,2020.0,5.0,52,5,6,0,0.0,7,0.0,70.0,30.0,0.0,137.0,34,6615,0.0,595.0,5.884044523929722e-09,0.0,1.0,1.0,1.0,5.0,5.0,5.0,0.0,0.0447222222222222,1.0,0.1428571428571428,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9999999999999951,E,0
U_14194714,中国医科大学,C_934534,66,2020.0,3.0,15,15,15,0,0.0,0,1.0,100.0,0.0,0.0,195.0,104,76,0.2485001846694417,920.0,1.3790802781720243e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.73382173382173,C,2
U_14194733,中国医科大学,C_934534,66,2020.0,3.0,15,15,15,0,0.0,0,1.0,100.0,0.0,0.0,195.0,98,76,0.2485001846694417,705.0,1.1035837166252227e-09,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,0.0,1.0,19.12198912198912,E,0
U_14194906,四川工商学院,C_747718,69,2020.0,4.0,53,8,3,0,0.0,2,1.0,65.0,35.0,0.0,124.0,64,453,0.2205658897901503,568.0,5.12698432260661e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,1.0,45.42338992048432,D,1
U_14195089,中国医科大学,C_934534,66,2020.0,3.0,15,15,15,1,0.0,0,1.0,100.0,0.0,0.0,195.0,104,76,0.2485001846694417,920.0,1.3790802781720243e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,3.0,14.722943722943722,E,0
U_14195225,,C_677087,0,2020.0,1.0,82,10,10,0,0.0,0,1.0,80.0,20.0,0.0,127.0,64,6322,0.2212628098585916,9.0,1.0704223444617355e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.199999999999999,E,0
U_14197638,宁夏大学,C_947239,43,2020.0,3.0,45,20,11,0,0.0,0,1.0,80.0,20.0,0.0,92.0,6,6650,0.0,819.0,4.043224329775618e-09,0.9502705392332348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,0.0,0.0,5.0,0.0,E,0
U_14199188,山东师范大学,C_680719,73,2020.0,12.0,17,10,10,0,0.0,0,1.0,80.0,20.0,0.0,127.0,106,6168,0.255379280984402,24.0,1.5598910324685063e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.266666666666666,E,0
U_14200855,中国医科大学,C_934534,66,2020.0,3.0,15,15,15,0,0.0,0,1.0,100.0,0.0,0.0,195.0,103,76,0.2485001846694417,705.0,1.1035837166252227e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,4.0,0.0,2.0,54.78232878232878,C,2
U_14200858,中国医科大学,C_934534,66,2020.0,3.0,15,15,15,0,0.0,0,1.0,100.0,0.0,0.0,195.0,104,76,0.2485001846694417,705.0,1.1035837166252227e-09,1.039720770839918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,5.0,44.67754467754468,D,1
U_14200863,,C_934534,66,2020.0,5.0,15,15,15,1,0.0,0,1.0,100.0,0.0,0.0,195.0,39,76,0.2485001846694417,900.0,5.345855924058572e-10,0.0,15.0,71.0,4.733333333333333,103.0,6.866666666666666,13.0,0.0,0.0147962962962962,0.9809523809523808,0.5094560994560994,-0.0,0.0,0.0,0.0,0.0,0.0,37.0,3.0,1.0,5.0,50.94560994560994,C,2
U_14200865,中国医科大学,C_934534,66,2020.0,5.0,15,15,15,1,1536.0,0,1.0,100.0,0.0,0.0,195.0,40,76,0.2485001846694417,920.0,1.3790802781720243e-09,0.3046360973492381,1.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0033333333333333,0.2857142857142857,0.1,-0.0,0.0,0.0,0.0,0.0,0.0,169.0,5.0,1.0,5.0,0.6666666666666601,E,0
U_14201614,中国医科大学,C_934534,66,2020.0,3.0,15,15,15,1,0.0,0,1.0,100.0,0.0,0.0,195.0,104,76,0.2485001846694417,920.0,1.3790802781720243e-09,1.351783994289646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,534.0,6.0,0.0,2.0,15.88888888888888,E,0
U_14201658,中国医科大学,C_934534,66,2020.0,3.0,15,15,15,0,0.0,0,1.0,100.0,0.0,0.0,195.0,104,76,0.2485001846694417,705.0,1.1035837166252227e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.66278166278166,D,1
U_14206896,中国医科大学,C_934534,66,2020.0,3.0,15,15,15,0,0.0,0,1.0,100.0,0.0,0.0,195.0,104,76,0.2485001846694417,705.0,1.1035837166252227e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,E,0
U_14208747,,C_813262,47,2020.0,12.0,102,32,11,0,0.0,0,1.0,60.0,40.0,0.0,96.0,24,565,0.2132455606856203,349.0,8.344278546060801e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.15999105061606,D,1
U_14210962,中国医科大学,C_934534,66,2020.0,3.0,15,15,15,0,0.0,0,1.0,100.0,0.0,0.0,195.0,104,76,0.2485001846694417,705.0,1.1035837166252227e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.03030303030302,E,0
U_14212081,陕西工业职业技术学院,C_813262,47,2020.0,11.0,102,32,11,0,0.0,0,1.0,60.0,40.0,0.0,96.0,50,565,0.2132455606856203,970.0,4.85712638552566e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,10.350483585042408,E,0
U_14213713,,C_813262,47,2020.0,11.0,102,32,11,0,0.0,0,1.0,60.0,40.0,0.0,96.0,50,565,0.2132455606856203,349.0,8.344278546060801e-11,1.5607104090414063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,6.0,41.28499105061605,D,1
U_14214489,,C_927963,121,2020.0,2.0,31,22,10,0,0.0,0,1.0,60.0,40.0,0.0,107.0,101,6656,0.0,870.0,4.957845386360105e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.320512820512825,E,0
U_14216669,中国医科大学,C_934534,66,2020.0,3.0,15,15,15,0,0.0,0,1.0,100.0,0.0,0.0,195.0,104,76,0.2485001846694417,920.0,1.3790802781720243e-09,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,1.0,59.83327783327783,C,2
U_14217267,,C_813262,47,2020.0,12.0,102,32,11,0,0.0,0,1.0,60.0,40.0,0.0,96.0,24,565,0.2132455606856203,349.0,8.344278546060801e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.15999105061606,D,1
U_14218879,,C_947260,69,2020.0,2.0,44,21,9,0,0.0,1,1.0,40.0,60.0,0.0,92.0,38,6658,0.0,1066.0,7.052837987768453e-10,1.4750763110546947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,1.0,6.0,-0.276643990929704,E,0
U_14219290,,C_947237,12,2020.0,5.0,30,30,11,0,0.0,3,1.0,25.0,55.0,20.0,120.0,40,390,0.2352677115868958,145.0,9.232493112971096e-12,0.0,2.0,13.0,6.5,15.0,9.0,2.0,0.0,0.0563888888888888,1.0,0.9333333333333332,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.60919540229885,E,0
U_14223527,,C_756642,33,2020.0,4.0,52,5,6,0,0.0,7,0.0,70.0,30.0,0.0,137.0,76,6659,0.0,595.0,5.884044523929722e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,E,0
U_14228344,,C_1412527,70,2020.0,2.0,60,14,15,5,0.0,0,1.0,65.0,35.0,0.0,105.0,104,5365,1.0,4.0,7.382348715620853e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7142857142857113,E,0
U_14236134,中国医科大学,C_934534,66,2020.0,5.0,15,15,15,1,0.0,0,1.0,100.0,0.0,0.0,195.0,45,76,0.2485001846694417,920.0,1.3790802781720243e-09,1.5607104090414063,15.0,60.0,4.0,105.0,7.0,13.0,0.0,0.0104074074074073,1.0,0.3985736485736486,1.99135,0.0,0.0,0.0,0.0,0.0,22.0,2.0,0.0,4.0,39.85736485736485,D,1
U_14237011,中国医科大学,C_934534,66,2020.0,3.0,15,15,15,0,0.0,0,1.0,100.0,0.0,0.0,195.0,104,76,0.2485001846694417,705.0,1.1035837166252227e-09,1.0986122886681096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,3.0,0.0,0.0,25.932400932400927,E,0
U_14237626,中国医科大学,C_934534,66,2020.0,3.0,15,15,15,1,0.0,0,1.0,100.0,0.0,0.0,195.0,99,76,0.2485001846694417,920.0,1.3790802781720243e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.01365301365301,C,2
U_14243091,中国医科大学,C_934534,66,2020.0,5.0,15,15,15,1,48.0,0,1.0,100.0,0.0,0.0,195.0,38,76,0.2485001846694417,920.0,1.3790802781720243e-09,0.0,1.0,7.0,7.0,7.0,7.0,1.0,0.0,0.0147222222222222,1.0,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,11.0,6.66666666666666,E,0
U_14243099,中国医科大学,C_934534,66,2020.0,3.0,15,15,15,0,0.0,0,1.0,100.0,0.0,0.0,195.0,103,76,0.2485001846694417,705.0,1.1035837166252227e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E,0
U_14243306,暨南大学,C_756642,33,2020.0,4.0,52,5,6,0,0.0,7,0.0,70.0,30.0,0.0,137.0,88,9,0.2782441041689952,624.0,6.166908999329569e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9999999999999951,E,0
U_14244946,上海中医药大学,C_1017355,24,2020.0,3.0,19,19,8,0,0.0,3,1.0,60.0,40.0,0.0,94.0,67,1399,0.2064871186609379,1386.0,5.46085736248352e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.06666666666667,E,0
U_14245256,广西医科大学,C_756642,33,2020.0,5.0,52,5,6,0,0.0,7,0.0,70.0,30.0,0.0,137.0,48,503,0.223846240305721,600.0,6.133226397291547e-09,0.0,3.0,17.0,5.666666666666667,24.0,8.0,31.0,0.0,0.0876851851851851,1.0,0.6788359788359788,1.36637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.51111111111111,E,0
U_14245405,中国医科大学,C_934534,66,2020.0,5.0,15,15,15,0,0.0,0,1.0,100.0,0.0,0.0,195.0,50,76,0.2485001846694417,705.0,1.1035837166252227e-09,1.2554823251787537,15.0,74.0,4.933333333333334,105.0,7.0,13.0,0.0,0.0332407407407407,1.0,0.5869341769341769,1.43221,0.0,0.0,0.0,0.0,0.0,90.0,1.0,0.0,7.0,58.69341769341769,C,2
U_14245411,中国医科大学,C_934534,66,2020.0,3.0,15,15,15,0,0.0,0,1.0,100.0,0.0,0.0,195.0,104,76,0.2485001846694417,705.0,1.1035837166252227e-09,0.6365141682948128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,1.0,0.0,2.0,34.359751359751364,D,1
U_14245423,中国医科大学,C_934534,66,2020.0,3.0,15,15,15,0,0.0,0,1.0,100.0,0.0,0.0,195.0,104,76,0.2485001846694417,705.0,1.1035837166252227e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,47.66977466977466,D,1
U_14245447,中国医科大学,C_934534,66,2020.0,5.0,15,15,15,1,1584.0,0,1.0,100.0,0.0,0.0,195.0,38,76,0.2485001846694417,705.0,1.1035837166252227e-09,0.0,15.0,29.0,1.933333333333333,105.0,7.0,13.0,0.0,0.005074074074074,1.0,0.1027727827727827,-0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,10.27727827727827,E,0
U_14245452,中国医科大学,C_934534,66,2020.0,3.0,15,15,15,0,0.0,0,1.0,100.0,0.0,0.0,195.0,104,76,0.2485001846694417,705.0,1.1035837166252227e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666601,E,0
U_14245500,中国医科大学,C_934534,66,2020.0,5.0,15,15,15,0,0.0,0,1.0,100.0,0.0,0.0,195.0,48,76,0.2485001846694417,705.0,1.1035837166252227e-09,1.2424533248940002,10.0,25.0,2.5,70.0,7.0,10.0,0.0,0.0063888888888888,1.0,0.1343240093240093,1.47081,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,6.0,8.95493395493395,E,0
U_14245560,中国医科大学,C_934534,66,2020.0,4.0,15,15,15,0,0.0,0,1.0,100.0,0.0,0.0,195.0,62,76,0.2485001846694417,705.0,1.1035837166252227e-09,1.6957425341696346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,3.0,0.0,7.0,43.26140526140526,D,1
U_14248021,,C_1017355,24,2020.0,3.0,19,19,8,0,0.0,3,1.0,60.0,40.0,0.0,94.0,63,6690,0.0,1385.0,5.460855196733365e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E,0
U_14249900,,C_735338,131,2020.0,11.0,56,9,9,1,0.0,0,1.0,60.0,40.0,0.0,112.0,55,508,0.2607614029758506,54.0,3.31559150921275e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.333333333333328,E,0
U_14251766,成都中医药大学,C_948259,109,2020.0,1.0,60,21,16,0,0.0,24,1.0,90.0,10.0,0.0,42.0,22,12,0.2787347795661302,493.0,4.570940221778821e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6256157635467978,E,0
U_14252462,,C_1017419,47,2020.0,5.0,17,9,9,5,3360.0,0,1.0,40.0,60.0,0.0,117.0,7,333,0.2294043384507639,103.0,1.1956260937447724e-12,0.0,2.0,1.0,0.5,2.0,1.0,1.0,0.0,0.0,0.0583333333333333,0.0434782608695652,0.69315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.386473429951688,E,0
U_14253204,山东科技大学,C_801420,76,2020.0,11.0,85,59,12,2,0.0,0,1.0,80.0,20.0,0.0,62.0,56,339,0.3078183346934738,357.0,1.0127087705228983e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.57370313302517,D,1
U_14254669,合肥工业大学,C_948488,69,2020.0,3.0,41,12,12,0,0.0,0,1.0,80.0,20.0,0.0,152.0,91,6695,0.0,958.0,6.867037562709787e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666664,E,0
U_14255763,中国医科大学,C_934534,66,2020.0,3.0,15,15,15,0,0.0,0,1.0,100.0,0.0,0.0,195.0,104,76,0.2485001846694417,705.0,1.1035837166252227e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,86.57697857697858,A,4
U_14257504,北京中医药大学,C_1017355,24,2020.0,2.0,19,19,8,0,0.0,3,1.0,60.0,40.0,0.0,94.0,84,158,0.2341909689557855,1502.0,5.462467945325926e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.026315789473682,E,0
U_14258685,中国医科大学,C_934534,66,2020.0,3.0,15,15,15,0,0.0,0,1.0,100.0,0.0,0.0,195.0,104,76,0.2485001846694417,705.0,1.1035837166252227e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,21.14219114219114,E,0
U_14265040,大连理工大学,C_697062,59,2020.0,3.0,29,7,7,0,0.0,0,1.0,60.0,40.0,0.0,97.0,2,177,0.2713947758590616,171.0,1.341632532376213e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.6530612244898,D,1
U_14265042,大连理工大学,C_697062,59,2020.0,3.0,29,7,7,0,0.0,0,1.0,60.0,40.0,0.0,97.0,2,177,0.2713947758590616,171.0,1.341632532376213e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.69387755102041,D,1
U_14265087,广东石油化工学院,C_948093,123,2020.0,5.0,47,9,10,1,1584.0,0,1.0,35.0,65.0,0.0,90.0,38,701,0.2179655555847408,894.0,4.4402006902729607e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.680555555555554,E,0
U_14265109,大连理工大学,C_697062,59,2020.0,3.0,29,7,7,0,0.0,0,1.0,60.0,40.0,0.0,97.0,2,177,0.2713947758590616,171.0,1.341632532376213e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.87755102040817,D,1
U_14265140,大连理工大学,C_697062,59,2020.0,3.0,29,7,7,0,0.0,0,1.0,60.0,40.0,0.0,97.0,2,177,0.2713947758590616,171.0,1.341632532376213e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.57142857142858,D,1
U_14265141,大连理工大学,C_697062,59,2020.0,3.0,29,7,7,0,0.0,0,1.0,60.0,40.0,0.0,97.0,2,177,0.2713947758590616,171.0,1.341632532376213e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.44897959183673,D,1
U_14268829,安徽卫生健康职业学院,C_1776312,65,2020.0,5.0,46,27,3,0,0.0,0,1.0,40.0,60.0,0.0,60.0,56,3924,0.2034895126616423,627.0,3.6391529291350215e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.96296296296296,E,0
U_14269514,南开大学,C_707456,112,2020.0,2.0,99,12,14,1,2040.0,0,1.0,80.0,20.0,0.0,169.0,5,6701,0.0,1107.0,5.164457964138818e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,1.0,17.185374149659864,E,0
U_14271623,南开大学津南校区,C_707456,112,2020.0,2.0,99,12,14,1,1944.0,0,1.0,80.0,20.0,0.0,169.0,9,6703,0.0,1073.0,2.0561726260825222e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,32.88759031787652,D,1
U_14272226,长江大学,C_823327,66,2020.0,3.0,23,29,9,0,0.0,5,1.0,30.0,40.0,30.0,98.0,98,1504,0.288199167626578,138.0,9.383103264820946e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.696428571428569,E,0
U_14272275,赣南师范大学科技学院,C_1732845,44,2020.0,3.0,55,12,12,0,0.0,0,1.0,70.0,30.0,0.0,88.0,83,4098,0.2499071424986196,261.0,3.819899462908879e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.166666666666665,E,0
U_14281692,河南大学,C_947237,12,2020.0,5.0,30,30,11,0,0.0,3,1.0,25.0,55.0,20.0,120.0,55,390,0.2573434019217152,159.0,3.887073437287777e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6853448275862073,E,0
U_1428775,,C_756642,33,2020.0,3.0,52,5,6,0,0.0,7,0.0,70.0,30.0,0.0,137.0,94,6712,0.0,595.0,5.884044523929722e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.08888888888889,C,2
